institution_id,UNITID,school_id,gss_code,year,Institution_Name,hdg_inst,toc_code,institution_state,hbcu_flag,land_grant_flag,carnegie_code_1994,carnegie_code_2005,carnegie_code_2010,full_school_name,school_name,school_type_code,hdg_code,pt_tot_all_races_v,pt_tot_forgn_v,pt_tot_hisp_v,pt_tot_indian_v,pt_tot_asian_v,pt_tot_black_v,pt_tot_pacific_v,pt_tot_white_v,pt_tot_multi_non_hisp_v,pt_tot_asian_pi_98_v,pt_tot_other_98_v,pt_tot_unknown_v,pt_men_all_races_v,pt_men_forgn_v,pt_men_hisp_v,pt_men_indian_v,pt_men_asian_v,pt_men_black_v,pt_men_pacific_v,pt_men_white_v,pt_men_multi_non_hisp_v,pt_men_asian_pi_98_v,pt_men_other_98_v,pt_men_unknown_v,pt_wmen_all_races_v,pt_wmen_forgn_v,pt_wmen_hisp_v,pt_wmen_indian_v,pt_wmen_asian_v,pt_wmen_black_v,pt_wmen_pacific_v,pt_wmen_white_v,pt_wmen_multi_non_hisp_v,pt_wmen_asian_pi_98_v,pt_wmen_other_98_v,pt_wmen_unknown_v,ft_tot_all_races_v,ft_tot_forgn_v,ft_tot_hisp_v,ft_tot_indian_v,ft_tot_asian_v,ft_tot_black_v,ft_tot_pacific_v,ft_tot_white_v,ft_tot_multi_non_hisp_v,ft_tot_asian_pi_98_v,ft_tot_other_98_v,ft_tot_unknown_v,ft_men_all_races_v,ft_men_forgn_v,ft_men_hisp_v,ft_men_indian_v,ft_men_asian_v,ft_men_black_v,ft_men_pacific_v,ft_men_white_v,ft_men_multi_non_hisp_v,ft_men_asian_pi_98_v,ft_men_other_98_v,ft_men_unknown_v,ft_wmen_all_races_v,ft_wmen_forgn_v,ft_wmen_hisp_v,ft_wmen_indian_v,ft_wmen_asian_v,ft_wmen_black_v,ft_wmen_pacific_v,ft_wmen_white_v,ft_wmen_multi_non_hisp_v,ft_wmen_asian_pi_98_v,ft_wmen_other_98_v,ft_wmen_unknown_v,ft_frst_tot_all_races_v,ft_frst_tot_forgn_v,ft_frst_tot_hisp_v,ft_frst_tot_indian_v,ft_frst_tot_asian_v,ft_frst_tot_black_v,ft_frst_tot_pacific_v,ft_frst_tot_white_v,ft_frst_tot_multi_non_hisp_v,ft_frst_tot_unknown_v,ft_frst_men_all_races_v,ft_frst_men_forgn_v,ft_frst_men_hisp_v,ft_frst_men_indian_v,ft_frst_men_asian_v,ft_frst_men_black_v,ft_frst_men_pacific_v,ft_frst_men_white_v,ft_frst_men_multi_non_hisp_v,ft_frst_men_unknown_v,ft_frst_wmen_all_races_v,ft_frst_wmen_forgn_v,ft_frst_wmen_hisp_v,ft_frst_wmen_indian_v,ft_frst_wmen_asian_v,ft_frst_wmen_black_v,ft_frst_wmen_pacific_v,ft_frst_wmen_white_v,ft_frst_wmen_multi_non_hisp_v,ft_frst_wmen_unknown_v
30,230959,70,603,1983,Middlebury College,2,2,VT,0,0,LA1,21,21,Middlebury College,,G,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,2,0,0,0,,0,,2,,0,,0,0,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,
31,228529,96,401,1983,Tarleton University System Center,2,2,TX,0,0,C1,18,18,Tarleton University System Center,Central Texas,G,2,30,0,0,0,,0,,0,,0,,30,20,,,,,,,,,,,,10,,,,,,,,,,,,12,0,0,0,,0,,0,,0,,12,9,,,,,,,,,,,,3,,,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,
31,228529,96,801,1983,Tarleton University System Center,2,2,TX,0,0,C1,18,18,Tarleton University System Center,Central Texas,G,2,15,0,0,0,,0,,0,,0,,15,8,,,,,,,,,,,,7,,,,,,,,,,,,24,0,0,0,,0,,0,,0,,24,12,,,,,,,,,,,,12,,,,,,,,,,,,12,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,
31,228529,96,910,1983,Tarleton University System Center,2,2,TX,0,0,C1,18,18,Tarleton University System Center,Central Texas,G,2,8,0,2,0,,2,,4,,0,,0,6,,,,,,,,,,,,2,,,,,,,,,,,,28,0,0,0,,6,,21,,0,,1,22,,,,,,,,,,,,6,,,,,,,,,,,,9,,,,,,,,,,7,,,,,,,,,,2,,,,,,,,,
33,999999,42,801,1983,CA School Prof Psychology-Alameda,1,2,CA,0,0,OTH,,,CA School Prof Psychology-Alameda,,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,300,24,7,0,,3,,259,,7,,0,145,,,,,,,,,,,,155,,,,,,,,,,,,53,,,,,,,,,,26,,,,,,,,,,27,,,,,,,,,
34,236328,59,722,1983,University of Puget Sound,2,2,WA,0,0,LA1,21,21,University of Puget Sound,,G,2,2,0,0,0,,0,,2,,0,,0,0,,,,,,,,,,,,2,,,,,,,,,,,,21,1,0,0,,0,,20,,0,,0,6,,,,,,,,,,,,15,,,,,,,,,,,,8,,,,,,,,,,3,,,,,,,,,,5,,,,,,,,,
35,999999,91,702,1983,George Williams College,2,2,IL,0,0,N/A,,,George Williams College,,G,2,10,0,0,0,,0,,10,,0,,0,6,,,,,,,,,,,,4,,,,,,,,,,,,21,0,0,0,,1,,20,,0,,0,9,,,,,,,,,,,,12,,,,,,,,,,,,20,,,,,,,,,,8,,,,,,,,,,12,,,,,,,,,
35,999999,91,712,1983,George Williams College,2,2,IL,0,0,N/A,,,George Williams College,,G,2,59,1,1,0,,8,,49,,0,,0,12,,,,,,,,,,,,47,,,,,,,,,,,,3,0,0,0,,1,,2,,0,,0,3,,,,,,,,,,,,0,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,0,,,,,,,,,
35,999999,91,801,1983,George Williams College,2,2,IL,0,0,N/A,,,George Williams College,,G,2,35,1,0,0,,1,,33,,0,,0,10,,,,,,,,,,,,25,,,,,,,,,,,,44,1,0,0,,1,,42,,0,,0,14,,,,,,,,,,,,30,,,,,,,,,,,,23,,,,,,,,,,7,,,,,,,,,,16,,,,,,,,,
41,999999,79,110,1983,Institute of Textile Technology,2,2,VA,0,0,ENG,,,Institute of Textile Technology,Graduate School,G,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,20,0,0,0,,0,,20,,0,,0,17,,,,,,,,,,,,3,,,,,,,,,,,,10,,,,,,,,,,8,,,,,,,,,,2,,,,,,,,,
43,128391,121,603,1983,Western State College of Colorado,2,1,CO,0,0,LA2,21,21,Western State College of Colorado,,G,2,4,0,0,0,,0,,4,,0,,0,3,,,,,,,,,,,,1,,,,,,,,,,,,10,0,0,0,,0,,10,,0,,0,5,,,,,,,,,,,,5,,,,,,,,,,,,6,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,
44,125763,130,603,1983,Whittier College,2,2,CA,0,0,LA1,21,21,Whittier College,,G,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,0,,0,,1,,0,,0,0,,,,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
44,125763,130,907,1983,Whittier College,2,2,CA,0,0,LA1,21,21,Whittier College,,G,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
45,999999,29,101,1983,Northrop University,2,2,CA,0,0,N/A,,,Northrop University,,G,2,10,1,2,0,,0,,7,,0,,0,9,,,,,,,,,,,,1,,,,,,,,,,,,12,5,1,0,,0,,6,,0,,0,12,,,,,,,,,,,,0,,,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,,,0,,,,,,,,,
45,999999,29,106,1983,Northrop University,2,2,CA,0,0,N/A,,,Northrop University,,G,2,37,15,0,0,,4,,18,,0,,0,32,,,,,,,,,,,,5,,,,,,,,,,,,10,0,2,0,,0,,8,,0,,0,8,,,,,,,,,,,,2,,,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,0,,,,,,,,,
47,217402,73,202,1983,Providence College,1,2,RI,0,0,C1,18,18,Providence College,Graduate School,G,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
51,999999,50,601,1983,"Medical College of Pennsylvania, The",1,2,PA,0,0,D2,,,"Medical College of Pennsylvania, The",,M,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,7,0,0,0,,1,,5,,1,,0,3,,,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,
51,999999,50,611,1983,"Medical College of Pennsylvania, The",1,2,PA,0,0,D2,,,"Medical College of Pennsylvania, The",,M,1,3,0,0,0,,0,,3,,0,,0,2,,,,,,,,,,,,1,,,,,,,,,,,,8,0,0,0,,0,,8,,0,,0,3,,,,,,,,,,,,5,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,
51,999999,50,613,1983,"Medical College of Pennsylvania, The",1,2,PA,0,0,D2,,,"Medical College of Pennsylvania, The",,M,1,30,0,0,0,,1,,28,,0,,1,4,,,,,,,,,,,,26,,,,,,,,,,,,1,0,0,0,,0,,1,,0,,0,1,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
51,999999,50,614,1983,"Medical College of Pennsylvania, The",1,2,PA,0,0,D2,,,"Medical College of Pennsylvania, The",,M,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,6,0,0,0,,0,,6,,0,,0,3,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,
51,999999,50,615,1983,"Medical College of Pennsylvania, The",1,2,PA,0,0,D2,,,"Medical College of Pennsylvania, The",,M,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,12,0,0,0,,0,,10,,0,,2,6,,,,,,,,,,,,6,,,,,,,,,,,,3,,,,,,,,,,0,,,,,,,,,,3,,,,,,,,,
51,999999,50,716,1983,"Medical College of Pennsylvania, The",1,2,PA,0,0,D2,,,"Medical College of Pennsylvania, The",,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
51,999999,50,717,1983,"Medical College of Pennsylvania, The",1,2,PA,0,0,D2,,,"Medical College of Pennsylvania, The",,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
52,207582,32,601,1983,Oral Roberts University,1,2,OK,0,0,C1,17,20,Oral Roberts University,School of Medicine,M,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,0,,0,,1,,0,,0,1,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
52,207582,32,602,1983,Oral Roberts University,1,2,OK,0,0,C1,17,20,Oral Roberts University,School of Medicine,M,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,3,0,0,0,,0,,3,,0,,0,2,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,
52,207582,32,611,1983,Oral Roberts University,1,2,OK,0,0,C1,17,20,Oral Roberts University,School of Medicine,M,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,3,0,0,0,,0,,3,,0,,0,1,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,
52,207582,32,614,1983,Oral Roberts University,1,2,OK,0,0,C1,17,20,Oral Roberts University,School of Medicine,M,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,2,0,0,0,,0,,1,,1,,0,1,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,
52,207582,32,615,1983,Oral Roberts University,1,2,OK,0,0,C1,17,20,Oral Roberts University,School of Medicine,M,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,4,1,0,0,,0,,3,,0,,0,4,,,,,,,,,,,,0,,,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,0,,,,,,,,,
52,207582,32,718,1983,Oral Roberts University,1,2,OK,0,0,C1,17,20,Oral Roberts University,School of Medicine,M,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
52,207582,32,719,1983,Oral Roberts University,1,2,OK,0,0,C1,17,20,Oral Roberts University,School of Medicine,M,2,14,0,0,0,,1,,13,,0,,0,3,,,,,,,,,,,,11,,,,,,,,,,,,9,1,0,1,,0,,7,,0,,0,1,,,,,,,,,,,,8,,,,,,,,,,,,4,,,,,,,,,,0,,,,,,,,,,4,,,,,,,,,
56,232308,45,801,1983,Hollins University,2,2,VA,0,0,LA1,21,21,Hollins University,,G,2,1,0,0,0,,0,,1,,0,,0,0,,,,,,,,,,,,1,,,,,,,,,,,,9,0,0,0,,0,,9,,0,,0,6,,,,,,,,,,,,3,,,,,,,,,,,,9,,,,,,,,,,6,,,,,,,,,,3,,,,,,,,,
57,110468,66,801,1983,Calif Sch of Prof Psych - San Diego,1,2,CA,0,0,OTH,17,17,Calif Sch of Prof Psych - San Diego,,G,1,86,4,4,1,,1,,74,,2,,0,39,,,,,,,,,,,,47,,,,,,,,,,,,236,11,12,2,,3,,206,,2,,0,106,,,,,,,,,,,,130,,,,,,,,,,,,34,,,,,,,,,,9,,,,,,,,,,25,,,,,,,,,
59,204477,115,601,1983,NE Ohio Universities College of Medicine,1,1,OH,0,0,MED,25,25,NE Ohio Universities College of Medicine,School of Medicine,M,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,3,1,0,0,,0,,2,,0,,0,1,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,
59,204477,115,602,1983,NE Ohio Universities College of Medicine,1,1,OH,0,0,MED,25,25,NE Ohio Universities College of Medicine,School of Medicine,M,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,9,3,0,0,,0,,6,,0,,0,7,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,
59,204477,115,604,1983,NE Ohio Universities College of Medicine,1,1,OH,0,0,MED,25,25,NE Ohio Universities College of Medicine,School of Medicine,M,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,2,0,0,0,,0,,2,,0,,0,1,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,
59,204477,115,611,1983,NE Ohio Universities College of Medicine,1,1,OH,0,0,MED,25,25,NE Ohio Universities College of Medicine,School of Medicine,M,1,2,0,0,0,,0,,2,,0,,0,1,,,,,,,,,,,,1,,,,,,,,,,,,5,1,0,0,,0,,4,,0,,0,3,,,,,,,,,,,,2,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
59,204477,115,612,1983,NE Ohio Universities College of Medicine,1,1,OH,0,0,MED,25,25,NE Ohio Universities College of Medicine,School of Medicine,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
59,204477,115,613,1983,NE Ohio Universities College of Medicine,1,1,OH,0,0,MED,25,25,NE Ohio Universities College of Medicine,School of Medicine,M,1,1,0,0,0,,0,,1,,0,,0,0,,,,,,,,,,,,1,,,,,,,,,,,,3,0,0,0,,0,,3,,0,,0,1,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,
59,204477,115,614,1983,NE Ohio Universities College of Medicine,1,1,OH,0,0,MED,25,25,NE Ohio Universities College of Medicine,School of Medicine,M,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,4,0,0,0,,0,,4,,0,,0,2,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,
59,204477,115,615,1983,NE Ohio Universities College of Medicine,1,1,OH,0,0,MED,25,25,NE Ohio Universities College of Medicine,School of Medicine,M,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,5,1,0,0,,0,,4,,0,,0,3,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,0,,,,,,,,,
59,204477,115,801,1983,NE Ohio Universities College of Medicine,1,1,OH,0,0,MED,25,25,NE Ohio Universities College of Medicine,School of Medicine,M,1,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
60,119058,7,907,1983,Monterey Inst of Intl Studies,2,2,CA,0,0,OTH,18,18,Monterey Inst of Intl Studies,,G,2,8,2,0,0,,0,,5,,1,,0,4,,,,,,,,,,,,4,,,,,,,,,,,,73,15,4,0,,6,,43,,2,,3,45,,,,,,,,,,,,28,,,,,,,,,,,,32,,,,,,,,,,20,,,,,,,,,,12,,,,,,,,,
61,150400,144,202,1983,DePauw University,2,2,IN,0,0,LA1,21,21,DePauw University,,G,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
61,150400,144,203,1983,DePauw University,2,2,IN,0,0,LA1,21,21,DePauw University,,G,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
61,150400,144,302,1983,DePauw University,2,2,IN,0,0,LA1,21,21,DePauw University,,G,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
61,150400,144,616,1983,DePauw University,2,2,IN,0,0,LA1,21,21,DePauw University,,G,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,4,0,0,0,,0,,4,,0,,0,3,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,
61,150400,144,903,1983,DePauw University,2,2,IN,0,0,LA1,21,21,DePauw University,,G,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
